date,region,service_type,shipment_volume,total_weight,total_revenue,fleet_vehicles_available,warehouse_capacity_used,labor_available,weather_impact,competitor_activity
2023-02-09,Northwest,Distribution Center Management,187,338246.4871023069,147960.90548269544,59,62.85458287279609,107,None,Normal
2024-03-18,Southeast,Distribution Center Management,136,212751.43064611658,49288.29000080418,91,63.0804293467622,179,None,Normal
2024-09-19,Southwest,Fleet Maintenance,137,134247.36645645078,67487.72761345029,41,80.43651430587599,108,None,Normal
2024-03-27,Southwest,Supply Chain Solutions,195,463461.27192390524,81085.45441776222,92,44.257215324423996,71,None,Normal
2023-04-23,Northeast,Dedicated Contract Carriage,112,310953.09131604683,25623.93965784996,32,52.28920944768846,135,None,Normal
2023-12-06,Midwest,Supply Chain Solutions,160,394431.03539428173,44221.22185210271,30,83.9313874964835,159,None,Normal
2024-03-16,Northwest,Transportation Management,108,269953.9768294554,35454.83609683725,81,60.19991304350351,166,None,Low
2024-12-17,Midwest,Dedicated Contract Carriage,168,356168.6034660163,92139.41751642547,58,71.18783748334309,188,None,High
2024-05-25,Southeast,Transportation Management,75,238040.2162805463,51777.34104542698,43,54.62803181238341,122,None,Normal
2024-01-17,Midwest,Dedicated Contract Carriage,175,475127.72841623,138157.94148746366,84,76.72303169643928,69,Minor,High
2024-09-19,Northwest,Fleet Maintenance,139,312795.9632284506,73161.5398789351,28,40.844008091610114,199,None,Normal
2023-01-15,Midwest,Fleet Maintenance,98,248881.56818788743,35901.80738330318,49,74.48638269056104,82,Severe,Low
2024-09-20,Northeast,Freight Management,155,305177.5480245593,60248.120868942446,92,47.66971501864662,93,None,High
2023-09-02,Northwest,Transportation Management,77,186896.3221070927,35604.525474982955,33,15.21901285477751,166,None,Normal
2023-03-09,Southeast,Freight Management,215,346175.012942503,80384.82443608933,96,81.10547837752989,151,None,Normal
2023-01-15,Midwest,Fleet Maintenance,117,208638.79828948123,41153.19716528366,63,78.11718553127815,124,Severe,Normal
2023-05-23,Northwest,Supply Chain Solutions,152,248494.1031969637,40369.81345970859,36,61.56910720736389,185,None,Low
2024-04-19,West,Freight Management,222,448881.45404404344,142842.28523473663,81,41.25457833333822,98,None,Normal
2023-01-11,West,Transportation Management,198,297683.75079709577,63665.435784885885,35,76.49943467282137,161,None,High
2024-04-19,West,Fleet Maintenance,257,450344.8685151433,129576.39506452251,59,76.72303471504071,132,None,Low
2024-01-19,West,Distribution Center Management,264,503296.78112120304,83513.88435079878,44,74.19855043539195,198,None,Low
2023-03-24,Southeast,Fleet Maintenance,229,385363.07877248485,137062.9622765597,75,70.67697989654197,76,Minor,Normal
2024-02-28,Northeast,Fleet Maintenance,177,437913.25105536706,179795.83059041845,80,77.54772181362154,145,Moderate,Normal
2023-01-14,Northeast,Freight Management,137,214853.6266322927,47291.04972146078,20,21.9334379741318,173,None,Normal
2024-07-08,Northeast,Distribution Center Management,181,294831.50347262964,90749.97751641662,35,47.87599624700737,161,None,Normal
2024-06-01,Southwest,Transportation Management,140,232408.39080001606,64536.360750022846,80,65.38912324662815,133,None,Normal
2023-05-24,West,Dedicated Contract Carriage,272,452131.50654532143,69695.76354331471,47,51.45444194721031,63,None,Normal
2023-08-06,Southwest,Freight Management,94,129478.31928252587,19691.602712811346,95,74.73531073080221,57,None,Normal
2023-04-14,Midwest,Freight Management,192,472281.6711109114,113093.1042828566,63,74.08803962245779,168,None,Normal
2024-06-29,Southeast,Freight Management,117,201523.023368976,43237.47597006726,24,45.147309628391355,196,None,Low
2024-12-06,Northwest,Dedicated Contract Carriage,181,305647.9719728143,57296.1643400336,28,72.5367558581617,152,None,Normal
2024-09-14,Southeast,Fleet Maintenance,62,95905.68325653204,22659.309663663633,66,85.17301671317863,83,Minor,Low
2024-04-14,Southeast,Freight Management,96,182522.42927476502,16867.198655988017,98,51.676129082781586,109,None,Normal
2024-01-10,Southwest,Distribution Center Management,171,248862.39688967742,101855.57119254427,51,76.05222956377172,111,None,Normal
2024-02-07,Northwest,Supply Chain Solutions,180,259200.58089018703,158907.34184146696,30,48.82774542596093,198,None,Normal
2023-07-15,Northeast,Transportation Management,69,205333.5700074111,11150.024853197092,80,56.148643289859415,79,Moderate,Normal
2024-07-07,Northeast,Transportation Management,88,172838.33555995786,86366.61025603523,46,54.40655177965225,195,Minor,Normal
2023-12-12,Northwest,Fleet Maintenance,184,229968.23771293095,82613.86275702853,43,56.554356255108985,122,None,Normal
2023-09-25,West,Distribution Center Management,77,172144.1250642007,22954.55515369233,98,64.73307745412355,87,None,Normal
2023-09-22,Southwest,Distribution Center Management,130,207087.17977243767,14951.79227502265,47,88.93320305077376,172,Severe,High
2023-04-05,Southwest,Supply Chain Solutions,128,165141.52017766814,36287.78395711641,27,24.17443384816429,155,None,Normal
2024-10-19,Midwest,Fleet Maintenance,73,137205.68885923896,21785.947085393324,38,70.48974985065637,112,None,Normal
2023-05-18,Midwest,Supply Chain Solutions,254,462499.0393289667,303082.7858772233,59,70.03510314408462,190,None,High
2024-07-09,Northeast,Freight Management,192,526678.9910909194,136814.7769002147,49,53.906611703316486,150,Minor,Normal
2024-12-14,Northwest,Fleet Maintenance,100,292641.93087029306,43882.11890431978,38,38.99772555921633,162,None,Normal
2023-03-31,West,Transportation Management,257,670142.2704790786,251834.71048581888,43,73.77590845150185,135,None,Low
2024-10-30,Southwest,Distribution Center Management,155,224273.27822397198,134687.47690146754,33,81.28599128039097,187,None,High
2024-05-07,Northwest,Supply Chain Solutions,97,229708.6157655987,11521.876557945692,38,81.00041475062001,140,None,High
2023-09-04,Southeast,Dedicated Contract Carriage,54,102166.8443253218,19110.277545413846,87,54.8316913787684,195,None,Normal
2024-09-07,Southeast,Supply Chain Solutions,72,117746.21059561292,13695.5273016846,77,37.111396829063274,143,Severe,Normal
2024-08-11,Northeast,Dedicated Contract Carriage,130,214103.3526168106,47488.73655757816,98,80.30059180415222,117,None,Normal
2024-11-24,Southwest,Distribution Center Management,87,143762.36773941995,71438.82807466369,89,82.86279016476698,164,None,Normal
2024-09-17,Southeast,Fleet Maintenance,113,269761.8465362534,28844.605717459213,79,75.1380011033962,190,None,Low
2023-07-11,Southeast,Dedicated Contract Carriage,183,383459.9828206081,90777.17826684062,52,61.92874382197472,152,None,Normal
2024-09-14,Midwest,Fleet Maintenance,71,172980.41874644172,29566.33024056178,21,38.05501024858334,199,Moderate,Normal
2024-02-03,West,Dedicated Contract Carriage,98,281228.4908797626,81673.09076340761,61,50.302578482300135,176,Severe,High
2024-02-13,Northwest,Freight Management,125,261380.39313538797,20313.776693187036,59,75.11486273922768,51,Minor,Low
2023-05-31,Northwest,Supply Chain Solutions,150,280936.44896907825,59343.602470517326,24,62.25119311702919,172,None,High
2024-06-06,West,Transportation Management,197,250148.38052909574,52226.969589907945,75,76.59470043937485,177,None,Normal
2023-09-11,Southwest,Transportation Management,162,322171.352723912,70798.87290028161,48,72.37730487997966,76,None,Normal
2024-01-03,Southwest,Fleet Maintenance,217,225754.03108248278,81011.1319511037,49,53.15189393979806,53,None,Low
2023-05-19,Southeast,Fleet Maintenance,111,269014.6300325106,51180.2335250913,87,76.00630595131113,161,None,Normal
2024-11-24,West,Transportation Management,65,148640.306134454,17671.445522090293,49,45.7062708860611,149,None,High
2024-03-01,Northeast,Fleet Maintenance,172,347334.47350535373,74244.45767502407,22,85.42178667153888,171,None,High
2023-07-01,Southwest,Dedicated Contract Carriage,86,137793.00668713322,32397.92218484738,81,30.89791331804016,152,None,Low
2024-12-23,Midwest,Transportation Management,139,250760.89658972056,112143.23791578655,96,67.40877888594974,73,None,Low
2023-08-08,Midwest,Supply Chain Solutions,214,494017.5909535107,41888.273095816025,65,58.689091874103504,50,Minor,Normal
2024-12-26,Southeast,Distribution Center Management,156,258430.11072475137,103924.48174752243,79,41.72887825914842,69,Moderate,Normal
2024-07-09,Midwest,Freight Management,126,314951.974380439,78635.73165991463,51,35.94952392704296,107,Moderate,High
2024-06-12,Southeast,Distribution Center Management,167,395349.078620528,90075.22780538125,40,68.43493432008792,64,Minor,Low
2023-09-25,Midwest,Transportation Management,140,296227.4224783377,56664.85305005042,80,78.10527583214862,178,None,Normal
2024-07-30,Northeast,Freight Management,113,264052.9865666263,41469.617771538,53,84.49146213987396,62,Minor,High
2023-05-27,Northeast,Freight Management,150,300457.32445985626,94797.92234264342,97,47.82977166169029,75,None,Normal
2023-07-06,Southeast,Distribution Center Management,237,517872.4405454089,151793.66532424043,33,90.98981749184951,59,None,High
2023-09-18,Southwest,Dedicated Contract Carriage,111,243455.24102319867,30241.278523018605,86,53.22225214130951,122,None,Low
2024-12-27,Midwest,Fleet Maintenance,170,405668.5223917702,49253.69717653601,61,66.49261257527836,194,None,High
2023-07-10,Southwest,Freight Management,181,496536.35967677116,89299.80779761643,33,45.47731667159005,82,None,Normal
2024-07-31,Northeast,Transportation Management,188,357549.43911187607,143115.4066846811,35,58.73372580880625,132,None,Normal
2024-07-24,Northeast,Supply Chain Solutions,132,141213.11647963556,62027.89224418851,39,74.4754463984187,77,None,Normal
2024-07-07,Northeast,Dedicated Contract Carriage,75,138414.60577059354,25828.239644920897,97,73.81940786955701,158,Severe,High
2023-12-11,Midwest,Dedicated Contract Carriage,178,256771.83195413454,84529.05662635644,34,32.840872646988814,82,None,Normal
2024-05-14,Southeast,Distribution Center Management,154,243063.79402672505,42316.32680271234,35,77.93620506060357,83,None,Normal
2023-09-25,Southwest,Freight Management,89,142148.24525581484,24270.89950353964,70,79.009796259967,56,Severe,High
2024-03-07,Southeast,Fleet Maintenance,234,695887.8437286712,297192.94523134734,85,57.88900011741619,84,None,Normal
2024-12-14,Southwest,Supply Chain Solutions,95,176398.8860599723,123274.32872441699,99,69.07579712006506,116,None,Normal
2024-03-20,Midwest,Transportation Management,169,247834.17867018565,63986.59555008117,78,49.61092238841373,52,Severe,Normal
2024-06-28,West,Distribution Center Management,118,227916.47675392634,34306.76263340682,26,25.226912851692813,100,Moderate,Low
2024-09-16,Southwest,Transportation Management,139,274879.2085600753,119610.47637216281,51,44.70010988864823,59,None,Normal
2023-05-24,West,Distribution Center Management,224,549130.0915943234,120701.10343503662,71,80.94777838896663,148,None,Normal
2024-04-02,Southeast,Dedicated Contract Carriage,225,544738.0984427226,61690.531135390935,64,73.40353935266616,139,None,Normal
2024-04-17,West,Fleet Maintenance,112,273769.73783314624,60909.93847767878,48,60.49763690044492,76,Minor,High
2024-10-26,Northwest,Fleet Maintenance,45,84355.80747333447,21693.29494041687,26,53.74975663396211,165,Severe,Normal
2024-04-01,Southwest,Transportation Management,67,123975.70587503952,39715.32751908887,88,56.49385076705645,63,Minor,Normal
2024-01-14,Midwest,Transportation Management,143,335210.40477448044,129315.50109257225,73,57.639791277904784,131,Minor,Normal
2023-08-31,Midwest,Distribution Center Management,178,336583.7492422333,90016.92433082171,89,58.21712509327921,166,Minor,Low
2024-08-27,Southwest,Dedicated Contract Carriage,170,432774.5880445583,69033.28428762287,46,43.102298393417826,158,None,Low
2023-03-29,Midwest,Distribution Center Management,225,439915.3460360286,56111.607829802226,37,26.744087378548357,117,None,Normal
2024-01-21,Northeast,Fleet Maintenance,110,158268.2183162995,19279.440203988706,23,55.788404243283566,193,Severe,Normal
2023-06-20,Northeast,Transportation Management,225,346764.9723510707,88258.53855349042,95,70.3888478231764,93,None,Normal
2023-03-27,Northeast,Supply Chain Solutions,212,440773.8413906018,124536.26415670667,72,52.097436846034086,171,None,Normal
2024-04-29,Southeast,Distribution Center Management,170,501975.8023781874,84035.60252001925,52,83.01964806195136,184,None,Low
2023-10-15,Southwest,Fleet Maintenance,87,178446.3673997881,45929.45008188402,49,72.07098067904951,136,Moderate,High
2024-07-01,Northwest,Supply Chain Solutions,211,500409.3437491194,35819.10499421965,87,87.74912391631246,154,None,Low
2024-09-26,Northwest,Transportation Management,99,305126.6332140358,46840.4909927162,63,41.33107735160315,130,None,Normal
2024-08-02,West,Fleet Maintenance,114,183733.23040765245,58739.28345055857,97,81.52617703249484,175,None,Normal
2024-03-15,Southeast,Distribution Center Management,140,351365.12628855533,67481.2682004403,85,43.66983788230091,112,None,Normal
2023-02-24,Southeast,Dedicated Contract Carriage,224,513037.68458904634,181445.2333105912,40,69.54223180244712,176,Minor,Normal
2023-10-19,Southwest,Supply Chain Solutions,113,278607.8956170147,23408.760366389855,75,51.542042937357444,93,Minor,Low
2024-03-29,Northeast,Distribution Center Management,193,422632.5247054958,58037.430143951264,90,39.834621002566266,126,Moderate,Normal
2023-07-18,Southwest,Supply Chain Solutions,218,544608.7412570734,116777.66235200917,70,62.51055538334671,74,Minor,Normal
2023-12-18,Southeast,Supply Chain Solutions,147,288403.8537335389,33209.26079677108,30,45.32897664271766,169,None,Normal
2024-07-11,Midwest,Freight Management,214,316388.86656443134,186050.42592145395,20,60.78791104034767,161,None,Normal
2023-04-07,West,Fleet Maintenance,245,404773.79853711487,203483.84223766925,54,47.2775517521602,106,None,Normal
2024-07-20,Northwest,Dedicated Contract Carriage,79,244475.02857148944,47839.67859678126,44,56.903219691785935,103,None,High
2024-06-17,Midwest,Fleet Maintenance,195,329480.5604243403,112624.94904146835,82,82.67998038801845,104,None,Normal
2024-01-14,Midwest,Freight Management,91,136949.17953426708,12927.405316051618,81,89.99136938568691,66,Minor,Low
2023-09-17,Northeast,Transportation Management,47,111700.3526116252,7231.874491813814,36,73.98362875370394,176,None,Normal
2024-01-04,Northwest,Dedicated Contract Carriage,143,244274.10204013943,98677.66708155352,56,61.0164161570849,56,Severe,High
2024-04-24,Northwest,Supply Chain Solutions,321,622232.2096725474,207124.3191870579,84,40.02224751625862,55,Minor,Normal
2024-02-27,Southeast,Fleet Maintenance,297,538022.7367463233,171906.90340124202,36,61.80514834391745,130,Minor,Low
2023-12-05,Midwest,Freight Management,171,236796.60142670135,67427.60160914197,25,68.13504631014705,185,None,Normal
2023-07-19,Northeast,Dedicated Contract Carriage,189,473759.7033302915,67052.58106761456,60,46.73370656736434,63,None,Low
2023-04-14,West,Transportation Management,228,288464.0385613265,104311.07049225799,58,67.73182161154787,185,None,Low
2023-11-15,Southwest,Transportation Management,121,213879.31759308837,49002.69946983193,77,55.65149314256268,177,Moderate,Normal
