vehicle_id,date,region,service_type,miles_driven,fuel_consumed,load_capacity_used,driver_id,on_time_deliveries,total_deliveries,on_time_rate
VH-4258,2024-01-22,Midwest,Fleet Maintenance,333.5086268482322,41.21205688836289,65.79258378343378,DRV-506,4,6,0.6666666666666666
VH-3107,2023-04-23,Southeast,Dedicated Contract Carriage,407.92009514080115,48.11053239587138,97.03495726791691,DRV-615,6,7,0.8571428571428571
VH-8928,2024-09-04,Southeast,Freight Management,590.4315329845341,96.23202387996545,62.4965586187668,DRV-455,3,4,0.75
VH-3933,2024-09-16,Northeast,Fleet Maintenance,564.7628764221141,81.81237865650091,76.93405982200103,DRV-707,3,5,0.6
VH-3829,2023-03-22,Southeast,Supply Chain Solutions,494.4994649500301,73.30138427618745,61.68264867473555,DRV-210,7,9,0.7777777777777778
VH-9633,2024-11-29,Midwest,Supply Chain Solutions,384.84998842773575,48.077309190162744,35.16393720099777,DRV-776,8,11,0.7272727272727273
VH-6006,2023-04-23,West,Supply Chain Solutions,544.5080938188313,83.52496548496357,73.16591228716467,DRV-498,3,6,0.5
VH-2559,2023-01-02,Northeast,Transportation Management,340.9006126723233,55.004290663492775,64.20662213987084,DRV-407,7,11,0.6363636363636364
VH-2741,2024-10-03,Northwest,Distribution Center Management,591.8418683650641,71.3992138646083,59.52837338949576,DRV-440,2,3,0.6666666666666666
VH-6830,2023-08-08,West,Fleet Maintenance,632.606747941028,81.54158995976798,74.60665432316075,DRV-305,6,10,0.6
VH-8523,2024-07-19,Midwest,Distribution Center Management,380.8657902730396,53.00844060838241,94.44299202699344,DRV-399,6,9,0.6666666666666666
VH-1625,2023-08-13,Northeast,Dedicated Contract Carriage,760.5995172399449,104.07854072443058,73.44140592124631,DRV-105,7,8,0.875
VH-2690,2024-01-20,Southwest,Dedicated Contract Carriage,330.31985085099654,44.97543626810434,67.88552345226984,DRV-122,4,5,0.8
VH-9282,2024-02-07,Southeast,Fleet Maintenance,427.3166290666145,59.35482784641148,81.2111355408325,DRV-988,6,8,0.75
VH-7310,2024-09-29,Midwest,Supply Chain Solutions,424.3628112434281,63.72349066113778,91.7010090253426,DRV-581,2,3,0.6666666666666666
VH-4006,2023-05-10,Northeast,Freight Management,437.542308341112,50.77018353149931,58.36978065434203,DRV-482,3,5,0.6
VH-5302,2023-02-22,West,Dedicated Contract Carriage,620.979574460577,100.32689614210653,71.0178243884231,DRV-272,7,10,0.7
VH-2088,2024-11-14,Northeast,Distribution Center Management,502.52762088177235,68.85258830720699,78.28633305906662,DRV-118,6,7,0.8571428571428571
VH-7007,2024-12-30,Southwest,Distribution Center Management,350.23128828058674,47.905025766143076,76.75910232432015,DRV-161,7,11,0.6363636363636364
VH-5611,2024-11-02,Midwest,Freight Management,463.0842789146346,68.62099683295277,36.885121452962224,DRV-898,4,5,0.8
VH-8928,2024-12-10,Northeast,Transportation Management,529.585537207234,63.26516040418982,59.14278849493203,DRV-450,5,8,0.625
VH-5490,2024-02-20,Northwest,Supply Chain Solutions,512.4987823183187,69.95093370018384,71.01514625319561,DRV-419,3,5,0.6
VH-9378,2023-09-04,Midwest,Transportation Management,596.6618539806184,88.91910259097975,63.36961290252188,DRV-118,7,9,0.7777777777777778
VH-2597,2024-03-14,Midwest,Fleet Maintenance,460.72671767657596,57.864899181400844,74.77070793674582,DRV-306,5,7,0.7142857142857143
VH-4747,2023-07-22,West,Dedicated Contract Carriage,545.9515652366467,84.34799472477509,92.7281742705033,DRV-697,7,9,0.7777777777777778
VH-3670,2023-07-03,Southeast,Freight Management,432.91839868712566,62.25537906907694,88.2923688627483,DRV-863,10,12,0.8333333333333334
VH-9431,2023-05-03,Northwest,Freight Management,372.38871582563195,41.73326234127638,62.16258821723862,DRV-596,8,9,0.8888888888888888
VH-3580,2024-02-05,Southwest,Freight Management,313.03584953602234,36.19602895828383,72.80252438380231,DRV-273,6,9,0.6666666666666666
VH-8432,2023-10-21,Northeast,Transportation Management,637.9783382942792,79.60981385298801,60.86097939866265,DRV-828,3,4,0.75
VH-9330,2023-10-07,Southeast,Transportation Management,268.93888907285736,39.77424492664952,95.06176313290365,DRV-104,7,9,0.7777777777777778
VH-3506,2024-09-01,West,Fleet Maintenance,480.4855117626247,59.745824446838085,76.97501212806986,DRV-633,11,13,0.8461538461538461
VH-5725,2023-07-17,Southeast,Distribution Center Management,499.15724261862505,70.18495066221438,71.73261392089836,DRV-474,6,8,0.75
VH-5300,2024-05-25,Midwest,Distribution Center Management,332.3174473736649,50.67548839648401,54.8086411044431,DRV-644,7,8,0.875
VH-9759,2023-05-24,Midwest,Fleet Maintenance,558.1140644613733,82.86016457388529,54.30144660869652,DRV-790,5,8,0.625
VH-8002,2024-08-31,Southwest,Freight Management,287.94252530572805,42.62117876563683,89.60423878219702,DRV-881,5,7,0.7142857142857143
VH-7131,2023-07-20,Northwest,Distribution Center Management,380.43783801788265,56.114366029663266,51.493138765150704,DRV-268,5,7,0.7142857142857143
VH-9831,2023-05-04,Northeast,Fleet Maintenance,565.762850496742,85.14533868490697,91.59672547643115,DRV-472,4,7,0.5714285714285714
VH-5537,2023-07-06,Northeast,Distribution Center Management,293.90861654896094,33.52505283668957,82.85453678633958,DRV-309,7,9,0.7777777777777778
VH-3335,2023-11-22,West,Fleet Maintenance,548.0375902286457,72.99974867418972,90.77657685074888,DRV-833,4,5,0.8
VH-5321,2024-04-08,Southwest,Distribution Center Management,583.893994303335,85.18897527854418,82.36335697188599,DRV-569,4,7,0.5714285714285714
VH-3985,2023-12-15,Northeast,Freight Management,578.7748534928248,70.64656355071004,92.01810834389349,DRV-415,5,6,0.8333333333333334
VH-1559,2024-10-21,Northwest,Transportation Management,494.92516223953703,55.016726874579476,63.98278132725523,DRV-643,6,7,0.8571428571428571
VH-1713,2024-02-07,Midwest,Transportation Management,349.3743258745795,57.89996109781392,75.00211646471546,DRV-758,7,9,0.7777777777777778
VH-5593,2023-12-12,Southwest,Freight Management,331.17219223491384,41.22166374436847,85.88657289534122,DRV-446,4,5,0.8
VH-4988,2024-05-25,Southeast,Distribution Center Management,389.59517170186484,49.37802793825271,79.4278702395341,DRV-360,8,9,0.8888888888888888
VH-7203,2023-05-27,Southwest,Freight Management,82.13050917319964,10.499048504648076,69.11451020379434,DRV-224,4,5,0.8
VH-1256,2023-05-28,Southwest,Fleet Maintenance,452.7856871900476,65.78980799852845,62.22833688321806,DRV-365,6,9,0.6666666666666666
VH-9768,2024-12-11,Northwest,Transportation Management,436.1852567972441,65.34276809030104,58.20373233944356,DRV-654,5,8,0.625
VH-1037,2024-05-03,Northwest,Dedicated Contract Carriage,459.106260926579,61.720414334801305,87.811240004961,DRV-542,6,8,0.75
VH-9652,2024-10-01,Northeast,Distribution Center Management,421.1743337966691,49.34062546095711,83.15675566939775,DRV-494,4,6,0.6666666666666666
VH-2832,2024-07-04,West,Dedicated Contract Carriage,471.20324201117984,60.652945731162184,97.29785022765256,DRV-307,5,7,0.7142857142857143
VH-8600,2023-12-04,West,Dedicated Contract Carriage,459.51219326919465,73.98717072495366,91.24172098810921,DRV-600,6,8,0.75
VH-6167,2024-10-02,Northwest,Supply Chain Solutions,274.78998038496263,33.96691375642242,44.711932316694345,DRV-340,2,3,0.6666666666666666
VH-1432,2024-04-17,Northeast,Dedicated Contract Carriage,483.59453981208543,58.82432619745198,72.34297526594136,DRV-578,7,8,0.875
VH-5151,2023-05-31,Northeast,Dedicated Contract Carriage,447.4693471336684,59.76876625793265,78.82448693283818,DRV-853,11,12,0.9166666666666666
VH-7411,2024-02-19,Northeast,Freight Management,242.9022333498205,27.941324249180035,85.55966167652413,DRV-437,8,10,0.8
VH-2751,2023-10-25,Northwest,Supply Chain Solutions,557.3790751752259,84.46480702068682,74.47711085659365,DRV-319,5,7,0.7142857142857143
VH-5997,2024-09-02,West,Supply Chain Solutions,414.2047574178204,50.14524261443402,76.02527652695066,DRV-397,3,5,0.6
VH-6720,2023-09-20,Northeast,Supply Chain Solutions,526.2756477997397,73.53799869729085,82.81506194171081,DRV-126,7,9,0.7777777777777778
VH-8616,2023-05-24,Northwest,Fleet Maintenance,444.68526772474036,56.83806047423226,41.4589564597062,DRV-487,8,10,0.8
VH-1256,2023-12-12,Southeast,Supply Chain Solutions,236.3755894470543,34.28350848807823,87.63544334388574,DRV-215,9,10,0.9
VH-1671,2024-09-15,Southeast,Freight Management,480.0622487710075,62.521850169271524,35.444882837019016,DRV-500,6,8,0.75
VH-1489,2024-07-25,Midwest,Fleet Maintenance,509.5688920228422,76.36160837325676,71.60855716432278,DRV-549,12,14,0.8571428571428571
VH-7889,2023-01-02,Southeast,Distribution Center Management,590.4653743900016,89.47063890402663,88.23083575037643,DRV-385,7,8,0.875
VH-3096,2023-10-31,Southwest,Fleet Maintenance,560.2731241210184,78.02184722567614,51.27556443784418,DRV-853,8,9,0.8888888888888888
VH-2682,2023-09-11,Midwest,Distribution Center Management,593.7980147445065,79.8319223190133,72.83426970356595,DRV-814,5,8,0.625
VH-3460,2024-10-13,Southeast,Supply Chain Solutions,538.3615264336806,64.62212924494762,43.74306309570605,DRV-260,5,6,0.8333333333333334
VH-5529,2024-03-28,Southwest,Supply Chain Solutions,391.0025427669418,44.266061321906584,63.436702399657044,DRV-664,6,7,0.8571428571428571
VH-6121,2023-02-06,Southeast,Distribution Center Management,393.8366385877817,64.54176359530761,56.72567166075302,DRV-322,9,11,0.8181818181818182
VH-2975,2023-06-09,Northwest,Transportation Management,568.6725457547119,76.62480454851129,82.56283729608022,DRV-915,4,9,0.4444444444444444
VH-4216,2023-01-09,Southwest,Freight Management,403.39230339523635,59.305222560055576,41.86432404961868,DRV-248,3,5,0.6
VH-5515,2023-08-21,Northeast,Fleet Maintenance,513.5803140320071,69.86059215753787,83.1147025885993,DRV-904,5,7,0.7142857142857143
VH-6692,2023-04-09,Northwest,Freight Management,655.1208166109509,92.3542251071464,86.37411603875445,DRV-959,7,8,0.875
VH-5939,2024-10-20,Southwest,Freight Management,375.84961215218476,53.9052382565711,68.16067901718806,DRV-937,10,13,0.7692307692307693
VH-6563,2023-07-27,Northwest,Dedicated Contract Carriage,537.3961692575946,63.10600271501049,55.9371849509309,DRV-656,6,8,0.75
VH-3963,2023-05-11,Northeast,Supply Chain Solutions,353.6356620137593,40.55710755398168,63.11468765989835,DRV-654,11,12,0.9166666666666666
VH-5529,2024-02-08,Southwest,Fleet Maintenance,520.3683372326183,59.63485559065796,71.46586532819747,DRV-593,7,8,0.875
VH-7786,2023-06-01,Southwest,Freight Management,643.6431668537662,90.98005864700986,80.8140181394816,DRV-362,4,6,0.6666666666666666
VH-7200,2023-02-23,Northwest,Fleet Maintenance,610.6515190524483,91.8502115121184,35.204603381663226,DRV-268,7,9,0.7777777777777778
VH-1976,2023-04-30,Southeast,Freight Management,403.7878051583204,47.764068914129204,96.39236486452558,DRV-940,4,5,0.8
VH-8345,2024-11-03,Southwest,Supply Chain Solutions,638.8479681999638,78.36113715716492,46.15293854027754,DRV-445,9,12,0.75
VH-1045,2024-09-19,Southeast,Freight Management,423.0293901738191,49.93161876902943,81.1193060195242,DRV-340,7,10,0.7
VH-2193,2024-08-09,Southwest,Distribution Center Management,724.6170009085606,81.61065402886298,20.887338321415406,DRV-938,7,9,0.7777777777777778
VH-5512,2024-09-16,West,Supply Chain Solutions,453.8905354315835,73.23663840419674,53.75715249293304,DRV-796,6,8,0.75
VH-5943,2024-02-24,Midwest,Fleet Maintenance,529.5396110031159,73.41673327878495,65.60945355156741,DRV-973,7,10,0.7
VH-7282,2024-02-26,Southeast,Transportation Management,525.8924147626461,59.834193355336105,95.6176989242424,DRV-478,6,8,0.75
VH-1246,2023-04-14,Southeast,Freight Management,318.72962490201303,37.16854103106691,51.430460893016985,DRV-639,8,14,0.5714285714285714
VH-4219,2023-09-11,Northeast,Distribution Center Management,615.1519451004712,96.07680661827435,86.66778888249918,DRV-328,9,15,0.6
VH-9983,2023-08-15,West,Supply Chain Solutions,476.3452811549848,61.67009472197798,43.76586126837023,DRV-357,3,5,0.6
VH-1636,2023-04-22,Northeast,Dedicated Contract Carriage,383.2921082407274,42.69156523157898,75.23838029799464,DRV-541,8,11,0.7272727272727273
VH-4775,2024-05-24,West,Supply Chain Solutions,359.84476551744774,45.72025274322634,52.712762503678725,DRV-555,6,8,0.75
VH-3421,2024-04-17,West,Fleet Maintenance,377.6768087362109,57.865683165049965,87.2445973708532,DRV-996,4,7,0.5714285714285714
VH-5183,2023-04-09,Northwest,Fleet Maintenance,440.76575823461917,55.88012360379298,96.49094733086513,DRV-826,3,4,0.75
VH-1712,2023-06-02,Northwest,Dedicated Contract Carriage,321.935498416058,37.95419571890568,73.09004078224908,DRV-912,7,9,0.7777777777777778
VH-6845,2023-12-04,Northwest,Distribution Center Management,352.03381539116856,58.05870278226733,51.54389345879853,DRV-271,5,7,0.7142857142857143
VH-6323,2024-12-06,Southwest,Fleet Maintenance,242.62123916132137,31.232597091456274,72.4184474494619,DRV-519,10,14,0.7142857142857143
VH-7032,2023-06-12,Northeast,Distribution Center Management,352.8854620951902,54.93677626259388,85.95128754200734,DRV-269,3,5,0.6
VH-4644,2024-12-20,Midwest,Distribution Center Management,613.7251313036666,89.75004130540852,72.86698219828808,DRV-546,11,14,0.7857142857142857
VH-8773,2024-11-11,West,Supply Chain Solutions,594.151925185278,69.87985023009004,69.23437517321143,DRV-370,6,8,0.75
VH-3108,2023-06-10,West,Distribution Center Management,482.40724318690786,60.960985626104666,63.141136437354206,DRV-987,4,6,0.6666666666666666
VH-4614,2024-08-02,Southeast,Freight Management,702.7577198388476,86.72240796643702,58.18179927970362,DRV-818,10,12,0.8333333333333334
VH-7957,2024-02-02,Southwest,Fleet Maintenance,595.7807055525359,94.43420086791178,71.9806179932401,DRV-190,6,9,0.6666666666666666
VH-6279,2023-10-04,Midwest,Fleet Maintenance,502.1646599176836,73.43496425432461,74.97979230106819,DRV-758,3,5,0.6
VH-5332,2024-05-18,Northwest,Transportation Management,515.2205136909173,81.27101947747768,61.86605584925324,DRV-357,13,14,0.9285714285714286
VH-4900,2024-01-27,West,Distribution Center Management,460.65504449102673,60.01979882661563,63.82100841202064,DRV-235,6,9,0.6666666666666666
VH-8939,2023-05-15,Southeast,Transportation Management,298.87710097572574,46.09191829192142,88.31806816207978,DRV-521,12,13,0.9230769230769231
VH-7963,2023-07-14,Northeast,Supply Chain Solutions,418.01913493344426,68.71777888343985,76.47885093141863,DRV-366,9,11,0.8181818181818182
VH-5568,2024-02-05,West,Transportation Management,138.64867396859808,18.207274907691875,80.20704516665309,DRV-505,9,11,0.8181818181818182
VH-8838,2024-10-01,Southeast,Distribution Center Management,318.67457824982375,39.4997092971546,51.119772788754794,DRV-139,3,4,0.75
VH-2845,2023-02-02,Northeast,Fleet Maintenance,616.5585802039268,87.92594129405464,65.62682034346837,DRV-408,4,5,0.8
VH-1382,2024-11-18,Southwest,Supply Chain Solutions,459.2906834330059,51.20824455257033,75.29823440789686,DRV-926,10,12,0.8333333333333334
VH-5112,2024-04-04,Northwest,Distribution Center Management,322.06633479209336,45.221609329855696,74.21902279119513,DRV-760,6,9,0.6666666666666666
VH-8069,2024-04-14,Northeast,Supply Chain Solutions,513.2439448103661,63.05932054282801,76.78918831071309,DRV-714,6,9,0.6666666666666666
VH-4810,2024-01-10,West,Dedicated Contract Carriage,522.5238379043365,69.8222151082249,95.31104738823409,DRV-601,6,9,0.6666666666666666
VH-2509,2023-01-22,Midwest,Distribution Center Management,635.0477829878025,76.5118626888572,76.86669505233422,DRV-118,5,7,0.7142857142857143
VH-8573,2024-10-31,Northeast,Dedicated Contract Carriage,663.3936997974365,76.04408183231848,78.32994989603628,DRV-753,5,7,0.7142857142857143
VH-2578,2023-02-07,Midwest,Transportation Management,543.7468236566401,64.29489474801626,78.1972580917486,DRV-995,4,5,0.8
VH-1879,2023-08-18,Midwest,Distribution Center Management,268.2443975169798,33.114162641118895,60.55076069464654,DRV-855,8,9,0.8888888888888888
VH-3162,2023-12-31,Northeast,Dedicated Contract Carriage,723.6432784190581,89.35406741481577,88.83549213365237,DRV-491,7,8,0.875
VH-8714,2024-07-16,Southwest,Freight Management,612.4061987486236,77.55629545326275,83.21965863399622,DRV-617,7,10,0.7
VH-2359,2024-03-13,Northeast,Fleet Maintenance,551.9037533405867,67.53213928746924,41.823967709261346,DRV-145,4,5,0.8
VH-5431,2023-10-10,Southeast,Transportation Management,447.99927957807336,50.715446202786595,41.02323218706946,DRV-771,6,9,0.6666666666666666
VH-9148,2023-01-27,Northwest,Distribution Center Management,264.0189802910727,36.94111713245544,63.21295544279136,DRV-954,4,6,0.6666666666666666
VH-4960,2023-08-14,Midwest,Distribution Center Management,382.79658307712896,56.26301976782591,74.01330370126492,DRV-936,9,12,0.75
VH-4811,2023-10-04,Northwest,Fleet Maintenance,443.890516470775,70.84722922516421,55.45555950467905,DRV-522,2,4,0.5
VH-5242,2024-08-31,West,Fleet Maintenance,401.89167144285256,46.96265428566233,94.19397100444972,DRV-919,16,20,0.8
VH-5217,2023-10-11,Midwest,Dedicated Contract Carriage,581.2147311694118,90.49641873714523,65.495617127995,DRV-669,7,10,0.7
VH-1080,2024-04-25,West,Dedicated Contract Carriage,440.8174552118775,66.56539681419015,77.9100010085453,DRV-482,7,8,0.875
VH-3732,2024-03-28,Southeast,Dedicated Contract Carriage,356.80009258459535,40.51072119212544,46.06475265091192,DRV-167,2,4,0.5
VH-8833,2024-10-20,Southeast,Supply Chain Solutions,510.0870696813988,58.70305136981713,45.75708998758206,DRV-928,9,12,0.75
VH-3709,2024-05-30,Northwest,Transportation Management,350.4931896352882,39.3439856735652,75.07817590357739,DRV-558,6,8,0.75
VH-3422,2024-06-30,Southeast,Distribution Center Management,254.1920404129243,37.32102616053744,39.10681821937937,DRV-293,7,10,0.7
VH-4641,2023-07-11,Northeast,Transportation Management,511.13218677982724,67.154884968104,41.238859384022774,DRV-305,9,14,0.6428571428571429
VH-1667,2023-02-18,Midwest,Fleet Maintenance,441.30029402188376,63.17716275907565,88.68482866330729,DRV-673,8,11,0.7272727272727273
VH-3496,2024-05-26,West,Freight Management,468.8182597248796,55.87575572064708,71.14678700444162,DRV-663,4,6,0.6666666666666666
VH-4499,2023-01-17,Northwest,Transportation Management,615.1482648875597,89.41307846520941,88.91888288309327,DRV-662,4,8,0.5
